neighborhood,sex,occupation,destination,value,probability
Bonfim,HM,Empregada,Campanhã,594.0,0.07435223432219301
Bonfim,HM,Empregada,Paranhos,594.0,0.07435223432219301
Bonfim,HM,Empregada,Ramalde,594.0,0.07435223432219301
Bonfim,HM,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",594.0,0.07435223432219301
Bonfim,HM,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",594.0,0.07435223432219301
Bonfim,HM,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,594.0,0.07435223432219301
Bonfim,HM,Total,Campanhã,824.3333333333334,0.10318354403972128
Bonfim,HM,Total,Paranhos,824.3333333333334,0.10318354403972128
Bonfim,HM,Total,Ramalde,824.3333333333334,0.10318354403972128
Bonfim,HM,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",824.3333333333334,0.10318354403972128
Bonfim,HM,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",824.3333333333334,0.10318354403972128
Bonfim,HM,Total,União das freguesias de Lordelo do Ouro e Massarelos,824.3333333333334,0.10318354403972128
Bonfim,M,Total,Campanhã,441.8333333333333,0.055305211332248506
Bonfim,M,Total,Paranhos,441.8333333333333,0.055305211332248506
Bonfim,M,Total,Ramalde,441.8333333333333,0.055305211332248506
Bonfim,M,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",441.8333333333333,0.055305211332248506
Bonfim,M,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",441.8333333333333,0.055305211332248506
Bonfim,M,Total,União das freguesias de Lordelo do Ouro e Massarelos,441.8333333333333,0.055305211332248506
Bonfim,H,Total,Campanhã,382.5,0.04787833270747278
Bonfim,H,Total,Paranhos,382.5,0.04787833270747278
Bonfim,H,Total,Ramalde,382.5,0.04787833270747278
Bonfim,H,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",382.5,0.04787833270747278
Bonfim,H,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",382.5,0.04787833270747278
Bonfim,H,Total,União das freguesias de Lordelo do Ouro e Massarelos,382.5,0.04787833270747278
Bonfim,M,Empregada,Campanhã,328.5,0.0411190386781825
Bonfim,M,Empregada,Paranhos,328.5,0.0411190386781825
Bonfim,M,Empregada,Ramalde,328.5,0.0411190386781825
Bonfim,M,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",328.5,0.0411190386781825
Bonfim,M,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",328.5,0.0411190386781825
Bonfim,M,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,328.5,0.0411190386781825
Bonfim,HM,Empregada,Bonfim,1680,0.21028914757791964
Bonfim,M,Total,Bonfim,1625,0.20340468143697585
Bonfim,H,Empregada,Campanhã,265.5,0.03323319564401051
Bonfim,H,Empregada,Paranhos,265.5,0.03323319564401051
Bonfim,H,Empregada,Ramalde,265.5,0.03323319564401051
Bonfim,H,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",265.5,0.03323319564401051
Bonfim,H,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",265.5,0.03323319564401051
Bonfim,H,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,265.5,0.03323319564401051
Bonfim,H,Estudante,Bonfim,662,0.08286393791463262
Bonfim,H,Total,Bonfim,1418,0.17749405432469645
Bonfim,HM,Estudante,Bonfim,1363,0.17060958818375266
Bonfim,M,Empregada,Bonfim,924,0.11565903116785581
Bonfim,H,Empregada,Bonfim,756,0.09463011641006384
Bonfim,H,Estudante,Campanhã,117.0,0.01464513706346226
Bonfim,H,Estudante,Paranhos,117.0,0.01464513706346226
Bonfim,H,Estudante,Ramalde,117.0,0.01464513706346226
Bonfim,H,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",117.0,0.01464513706346226
Bonfim,H,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",117.0,0.01464513706346226
Bonfim,H,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,117.0,0.01464513706346226
Bonfim,M,Estudante,Bonfim,701,0.08774565026912004
Bonfim,HM,Total,Total,7989,1.0
Bonfim,M,Estudante,Campanhã,113.33333333333333,0.014186172654066007
Bonfim,M,Estudante,Paranhos,113.33333333333333,0.014186172654066007
Bonfim,M,Estudante,Ramalde,113.33333333333333,0.014186172654066007
Bonfim,M,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",113.33333333333333,0.014186172654066007
Bonfim,M,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",113.33333333333333,0.014186172654066007
Bonfim,M,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,113.33333333333333,0.014186172654066007
Bonfim,HM,Estudante,Campanhã,230.33333333333334,0.02883130971752827
Bonfim,HM,Estudante,Paranhos,230.33333333333334,0.02883130971752827
Bonfim,HM,Estudante,Ramalde,230.33333333333334,0.02883130971752827
Bonfim,HM,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",230.33333333333334,0.02883130971752827
Bonfim,HM,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",230.33333333333334,0.02883130971752827
Bonfim,HM,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,230.33333333333334,0.02883130971752827
Bonfim,HM,Total,Bonfim,3043,0.3808987357616723
Campanhã,M,Empregada,Campanhã,923,0.09649764767381076
Campanhã,H,Estudante,Bonfim,147.33333333333334,0.01540338037985712
Campanhã,H,Estudante,Paranhos,147.33333333333334,0.01540338037985712
Campanhã,H,Estudante,Ramalde,147.33333333333334,0.01540338037985712
Campanhã,H,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",147.33333333333334,0.01540338037985712
Campanhã,H,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",147.33333333333334,0.01540338037985712
Campanhã,H,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,147.33333333333334,0.01540338037985712
Campanhã,HM,Total,Bonfim,973.5,0.10177731312075275
Campanhã,HM,Total,Paranhos,973.5,0.10177731312075275
Campanhã,HM,Total,Ramalde,973.5,0.10177731312075275
Campanhã,HM,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",973.5,0.10177731312075275
Campanhã,HM,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",973.5,0.10177731312075275
Campanhã,HM,Total,União das freguesias de Lordelo do Ouro e Massarelos,973.5,0.10177731312075275
Campanhã,HM,Empregada,Bonfim,684.0,0.07151071615263983
Campanhã,HM,Empregada,Paranhos,684.0,0.07151071615263983
Campanhã,HM,Empregada,Ramalde,684.0,0.07151071615263983
Campanhã,HM,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",684.0,0.07151071615263983
Campanhã,HM,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",684.0,0.07151071615263983
Campanhã,HM,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,684.0,0.07151071615263983
Campanhã,HM,Total,Campanhã,3724,0.38933612127548356
Campanhã,M,Total,Bonfim,536.5,0.056089911134343966
Campanhã,M,Total,Paranhos,536.5,0.056089911134343966
Campanhã,M,Total,Ramalde,536.5,0.056089911134343966
Campanhã,M,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",536.5,0.056089911134343966
Campanhã,M,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",536.5,0.056089911134343966
Campanhã,M,Total,União das freguesias de Lordelo do Ouro e Massarelos,536.5,0.056089911134343966
Campanhã,H,Total,Bonfim,437.0,0.045687401986408784
Campanhã,H,Total,Paranhos,437.0,0.045687401986408784
Campanhã,H,Total,Ramalde,437.0,0.045687401986408784
